AN,NO_SEQ_COLL,MS_ACCDN,HR_ACCDN,JR_SEMN_ACCDN,GRAVITE,NB_VICTIMES_TOTAL,NB_VEH_IMPLIQUES_ACCDN,"			""REG_ADM""",VITESSE_AUTOR,CD_GENRE_ACCDN,CD_ETAT_SURFC,CD_ECLRM,CD_ENVRN_ACCDN,CD_CATEG_ROUTE,CD_ASPCT_ROUTE,"			""CD_LOCLN_ACCDN""",CD_CONFG_ROUTE,CD_ZON_TRAVX_ROUTR,CD_COND_METEO,IND_AUTO_CAMION_LEGER,IND_VEH_LOURD,IND_MOTO_CYCLO,"			""IND_VELO""",IND_PIETON
2018,2018 _ 2610,12,08:00:00-11:59:00,SEM,Dommages matériels seulement,0,1.0,Montréal (06),,objet fixe,11.0,1.0,3.0,2.0,Droit,99.0,9.0,,11.0,O,N,N,N,N
2018,2018 _ 2611,12,,FDS,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,11.0,1.0,3.0,2.0,Droit,40.0,,,11.0,O,N,N,N,N
2018,2018 _ 2612,12,16:00:00-19:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,11.0,3.0,3.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 2613,12,20:00:00-23:59:00,SEM,Léger,1,1.0,Montréal (06),,objet fixe,15.0,3.0,3.0,1.0,Droit,69.0,1.0,,11.0,O,N,N,N,N
2018,2018 _ 2614,12,08:00:00-11:59:00,SEM,Dommages matériels seulement,0,1.0,Montréal (06), 50,objet fixe,12.0,1.0,4.0,1.0,Courbe,12.0,1.0,,12.0,N,O,N,N,N
2018,2018 _ 2615,12,16:00:00-19:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,12.0,3.0,3.0,1.0,Droit,12.0,23.0,,14.0,O,O,N,N,N
2018,2018 _ 2616,12,00:00:00-03:59:00,FDS,Léger,1,2.0,Montréal (06), 50,véhicule,18.0,3.0,2.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 2617,12,12:00:00-15:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06), 50,véhicule,,1.0,2.0,1.0,Droit,12.0,23.0,,11.0,O,O,N,N,N
2018,2018 _ 2618,12,08:00:00-11:59:00,FDS,Dommages matériels seulement,0,2.0,Montréal (06), 50,véhicule,11.0,1.0,2.0,1.0,Droit,34.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 2619,12,16:00:00-19:59:00,FDS,Dommages matériels inférieurs au seuil de rapportage,0,1.0,Montréal (06), 50,autre,11.0,3.0,4.0,1.0,Droit,12.0,1.0,,11.0,O,N,N,N,N
2018,2018 _ 2620,12,12:00:00-15:59:00,FDS,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,12.0,2.0,2.0,1.0,Droit,33.0,1.0,,12.0,O,N,N,N,N
2018,2018 _ 2621,12,16:00:00-19:59:00,FDS,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06), 50,véhicule,11.0,1.0,3.0,1.0,Droit,99.0,1.0,,11.0,O,N,N,N,N
2018,2018 _ 2622,12,20:00:00-23:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,16.0,3.0,2.0,1.0,Droit,99.0,23.0,,17.0,O,N,N,N,N
2018,2018 _ 2623,12,20:00:00-23:59:00,SEM,Dommages matériels seulement,0,1.0,Montréal (06), 50,objet fixe,16.0,3.0,3.0,1.0,Droit,99.0,1.0,,,O,N,N,N,N
2018,2018 _ 2624,12,08:00:00-11:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,sans collision,12.0,1.0,2.0,1.0,Droit,,1.0,,11.0,O,N,N,N,N
2018,2018 _ 2625,12,12:00:00-15:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06), 50,véhicule,12.0,1.0,3.0,1.0,Droit,12.0,45.0,,12.0,O,N,N,N,N
2018,2018 _ 2626,12,16:00:00-19:59:00,SEM,Léger,1,9.0,Montréal (06),<50,véhicule,12.0,3.0,2.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 2627,12,16:00:00-19:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,11.0,3.0,4.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 2628,12,08:00:00-11:59:00,SEM,Léger,1,2.0,Montréal (06), 50,véhicule,11.0,2.0,3.0,1.0,Droit,12.0,45.0,,11.0,O,N,N,N,N
2018,2018 _ 2629,12,08:00:00-11:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),<50,véhicule,11.0,1.0,2.0,1.0,Droit,12.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 2630,12,16:00:00-19:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),<50,véhicule,18.0,1.0,2.0,1.0,Courbe,12.0,45.0,,11.0,O,N,N,N,N
2018,2018 _ 2631,12,16:00:00-19:59:00,SEM,Dommages matériels seulement,0,9.0,Montréal (06),,véhicule,11.0,2.0,3.0,1.0,Droit,34.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 2632,12,16:00:00-19:59:00,SEM,Dommages matériels seulement,0,1.0,Montréal (06), 50,objet fixe,11.0,3.0,4.0,1.0,Droit,12.0,1.0,,11.0,O,N,N,N,N
2018,2018 _ 2633,12,16:00:00-19:59:00,SEM,Léger,1,1.0,Montréal (06), 50,véhicule,11.0,3.0,3.0,1.0,Droit,12.0,23.0,,11.0,N,O,N,N,N
2018,2018 _ 2634,12,16:00:00-19:59:00,SEM,Léger,1,2.0,Montréal (06), 50,véhicule,,2.0,1.0,1.0,Droit,12.0,23.0,,12.0,O,O,N,N,N
2018,2018 _ 2635,12,16:00:00-19:59:00,SEM,Léger,1,2.0,Montréal (06),,véhicule,12.0,3.0,3.0,1.0,Courbe,12.0,45.0,,12.0,O,N,N,N,N
2018,2018 _ 2636,12,16:00:00-19:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06), 50,véhicule,11.0,3.0,3.0,1.0,Droit,34.0,45.0,,11.0,O,O,N,N,N
2018,2018 _ 2637,12,16:00:00-19:59:00,SEM,Léger,1,1.0,Montréal (06),,piéton,11.0,3.0,3.0,2.0,Droit,99.0,23.0,,11.0,O,N,N,N,O
2018,2018 _ 2638,12,04:00:00-07:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,12.0,1.0,2.0,1.0,Courbe,12.0,45.0,,14.0,O,N,N,N,N
2018,2018 _ 2639,12,08:00:00-11:59:00,SEM,Léger,1,1.0,Montréal (06),<50,piéton,18.0,1.0,2.0,1.0,Droit,99.0,23.0,,19.0,O,N,N,N,O
2018,2018 _ 2640,12,08:00:00-11:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06), 50,véhicule,12.0,1.0,3.0,1.0,Droit,12.0,23.0,,14.0,O,O,N,N,N
2018,2018 _ 2641,12,16:00:00-19:59:00,SEM,Dommages matériels seulement,0,9.0,Montréal (06),,véhicule,12.0,3.0,2.0,2.0,Droit,,,,13.0,O,N,N,N,N
2018,2018 _ 2642,12,12:00:00-15:59:00,FDS,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06), 50,véhicule,12.0,1.0,2.0,1.0,Droit,12.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 2643,12,16:00:00-19:59:00,FDS,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,18.0,3.0,3.0,2.0,Droit,,23.0,,12.0,O,N,N,N,N
2018,2018 _ 2644,12,20:00:00-23:59:00,FDS,Léger,1,1.0,Montréal (06),<50,piéton,18.0,3.0,2.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,O
2018,2018 _ 2645,12,12:00:00-15:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06), 50,véhicule,11.0,1.0,3.0,1.0,Droit,33.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 2646,12,08:00:00-11:59:00,FDS,Dommages matériels seulement,0,9.0,Montréal (06),,véhicule,11.0,1.0,2.0,1.0,Droit,33.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 2647,12,12:00:00-15:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,11.0,1.0,3.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 2648,12,12:00:00-15:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06), 50,véhicule,11.0,1.0,2.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 2649,12,16:00:00-19:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06), 70,véhicule,11.0,2.0,9.0,1.0,Droit,99.0,,,11.0,O,N,N,N,N
2018,2018 _ 2650,12,16:00:00-19:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,11.0,3.0,3.0,2.0,Droit,40.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 2651,12,08:00:00-11:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,18.0,1.0,3.0,1.0,Droit,,,,19.0,O,N,N,N,N
2018,2018 _ 2652,12,12:00:00-15:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,18.0,1.0,2.0,1.0,Droit,,,,19.0,O,O,N,N,N
2018,2018 _ 2653,12,12:00:00-15:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,11.0,1.0,3.0,2.0,Droit,40.0,9.0,,11.0,O,N,N,N,N
2018,2018 _ 2654,12,16:00:00-19:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,,2.0,2.0,2.0,Droit,,,,,O,N,N,N,N
2018,2018 _ 2655,12,00:00:00-03:59:00,FDS,Dommages matériels inférieurs au seuil de rapportage,0,1.0,Montréal (06),,objet fixe,18.0,3.0,2.0,2.0,Droit,99.0,1.0,,17.0,O,N,N,N,N
2018,2018 _ 2656,12,20:00:00-23:59:00,FDS,Dommages matériels seulement,0,1.0,Montréal (06), 50,objet fixe,11.0,3.0,3.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 2657,12,20:00:00-23:59:00,FDS,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,12.0,3.0,3.0,1.0,Droit,12.0,45.0,,11.0,O,N,N,N,N
2018,2018 _ 2658,12,08:00:00-11:59:00,FDS,Dommages matériels inférieurs au seuil de rapportage,0,1.0,Montréal (06),,objet fixe,18.0,1.0,3.0,2.0,Droit,33.0,9.0,,11.0,N,N,N,N,N
2018,2018 _ 2659,12,00:00:00-03:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,1.0,Montréal (06),,objet fixe,18.0,3.0,3.0,1.0,Droit,12.0,45.0,,12.0,O,N,N,N,N
2018,2018 _ 2660,12,00:00:00-03:59:00,SEM,Dommages matériels seulement,0,1.0,Montréal (06),<50,sans collision,,,,,,,,,,O,N,N,N,N
2018,2018 _ 2661,12,04:00:00-07:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,,1.0,3.0,2.0,Droit,40.0,,,12.0,O,N,N,N,N
2018,2018 _ 2662,12,08:00:00-11:59:00,SEM,Léger,1,1.0,Montréal (06),,piéton,12.0,1.0,4.0,2.0,Droit,99.0,9.0,,11.0,N,O,N,N,O
2018,2018 _ 2663,12,20:00:00-23:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06), 50,véhicule,16.0,3.0,3.0,1.0,,34.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 2664,12,12:00:00-15:59:00,FDS,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,16.0,1.0,3.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 2665,9,04:00:00-07:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,,1.0,3.0,2.0,,99.0,9.0,,,O,N,N,N,N
2018,2018 _ 2666,3,08:00:00-11:59:00,FDS,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,11.0,1.0,3.0,2.0,,99.0,9.0,,11.0,O,N,N,N,N
2018,2018 _ 2667,1,00:00:00-03:59:00,SEM,Dommages matériels seulement,0,1.0,Montréal (06), 50,objet fixe,17.0,3.0,3.0,1.0,Droit,33.0,1.0,,11.0,O,N,N,N,N
2018,2018 _ 2668,1,12:00:00-15:59:00,SEM,Léger,2,2.0,Montréal (06),,véhicule,16.0,1.0,2.0,1.0,Droit,33.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 2669,1,20:00:00-23:59:00,FDS,Léger,1,2.0,Montréal (06), 50,véhicule,16.0,3.0,3.0,1.0,Droit,12.0,23.0,,17.0,O,O,N,N,N
2018,2018 _ 2670,1,08:00:00-11:59:00,SEM,Dommages matériels seulement,0,1.0,Montréal (06), 50,objet fixe,16.0,1.0,4.0,1.0,Droit,33.0,1.0,,17.0,O,N,N,N,N
2018,2018 _ 2671,1,08:00:00-11:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,16.0,1.0,4.0,1.0,Droit,33.0,45.0,,11.0,O,O,N,N,N
2018,2018 _ 2672,1,16:00:00-19:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06), 50,véhicule,16.0,3.0,4.0,1.0,Droit,34.0,23.0,,17.0,O,O,N,N,N
2018,2018 _ 2673,1,20:00:00-23:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06), 50,véhicule,16.0,3.0,3.0,1.0,Droit,12.0,1.0,,12.0,O,N,N,N,N
2018,2018 _ 2674,1,08:00:00-11:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06), 50,véhicule,15.0,1.0,4.0,1.0,Courbe,34.0,23.0,,12.0,O,O,N,N,N
2018,2018 _ 2675,1,,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),<50,véhicule,17.0,3.0,2.0,1.0,Droit,34.0,23.0,,17.0,O,N,N,N,N
2018,2018 _ 2676,1,16:00:00-19:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),<50,véhicule,15.0,3.0,2.0,1.0,Droit,33.0,23.0,,,O,N,N,N,N
2018,2018 _ 2677,1,12:00:00-15:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),<50,véhicule,16.0,1.0,2.0,1.0,Droit,12.0,23.0,,17.0,O,O,N,N,N
2018,2018 _ 2678,1,04:00:00-07:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),<50,véhicule,17.0,3.0,2.0,1.0,Droit,34.0,45.0,,17.0,O,N,N,N,N
2018,2018 _ 2679,1,00:00:00-03:59:00,SEM,Dommages matériels seulement,0,1.0,Montréal (06),<50,objet fixe,12.0,3.0,3.0,1.0,Droit,12.0,1.0,,12.0,N,O,N,N,N
2018,2018 _ 2680,1,20:00:00-23:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),<50,véhicule,15.0,3.0,2.0,1.0,Droit,34.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 2681,1,,SEM,Dommages matériels seulement,0,9.0,Montréal (06),,,16.0,,3.0,2.0,Droit,33.0,9.0,,,O,O,N,N,N
2018,2018 _ 2682,1,12:00:00-15:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),<50,véhicule,15.0,1.0,9.0,1.0,Droit,34.0,23.0,,11.0,O,O,N,N,N
2018,2018 _ 2683,1,04:00:00-07:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,12.0,1.0,3.0,1.0,Droit,33.0,45.0,,11.0,O,N,N,N,N
2018,2018 _ 2684,1,16:00:00-19:59:00,SEM,Léger,1,9.0,Montréal (06),<50,véhicule,12.0,2.0,3.0,1.0,Droit,34.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 2685,1,16:00:00-19:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,1.0,Montréal (06),<50,objet fixe,12.0,4.0,3.0,1.0,Courbe,34.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 2686,1,00:00:00-03:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,12.0,3.0,3.0,1.0,Droit,12.0,1.0,,14.0,O,N,N,N,N
2018,2018 _ 2687,1,08:00:00-11:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,16.0,1.0,3.0,2.0,Droit,,,,11.0,O,N,N,N,N
2018,2018 _ 2688,1,12:00:00-15:59:00,FDS,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,16.0,1.0,2.0,1.0,Droit,33.0,1.0,,18.0,O,N,N,N,N
2018,2018 _ 2689,1,16:00:00-19:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,16.0,,2.0,1.0,Droit,,23.0,,17.0,O,N,N,N,N
2018,2018 _ 2690,1,12:00:00-15:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,,12.0,1.0,3.0,1.0,Droit,12.0,45.0,,11.0,O,N,N,N,N
2018,2018 _ 2691,1,16:00:00-19:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,16.0,1.0,2.0,1.0,Droit,34.0,45.0,,17.0,O,O,N,N,N
2018,2018 _ 2692,1,20:00:00-23:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),<50,véhicule,16.0,1.0,2.0,1.0,Droit,33.0,23.0,,17.0,O,N,N,N,N
2018,2018 _ 2693,1,04:00:00-07:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,17.0,3.0,3.0,1.0,Droit,12.0,1.0,,11.0,O,O,N,N,N
2018,2018 _ 2694,1,04:00:00-07:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,16.0,2.0,2.0,1.0,Droit,12.0,23.0,,12.0,O,O,N,N,N
2018,2018 _ 2695,1,04:00:00-07:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,17.0,1.0,3.0,2.0,Droit,40.0,23.0,,11.0,O,O,N,N,N
2018,2018 _ 2696,1,08:00:00-11:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),<50,véhicule,18.0,1.0,2.0,1.0,Droit,33.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 2697,1,12:00:00-15:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),<50,véhicule,11.0,1.0,2.0,1.0,Droit,12.0,23.0,,11.0,O,O,N,N,N
2018,2018 _ 2698,1,12:00:00-15:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,17.0,1.0,2.0,1.0,Droit,34.0,1.0,,12.0,O,O,N,N,N
2018,2018 _ 2699,1,16:00:00-19:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,16.0,3.0,2.0,1.0,Droit,34.0,23.0,,11.0,O,O,N,N,N
2018,2018 _ 2700,1,,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06), 50,véhicule,16.0,1.0,4.0,1.0,Droit,12.0,23.0,,17.0,O,O,N,N,N
2018,2018 _ 2701,1,12:00:00-15:59:00,SEM,Léger,1,2.0,Montréal (06),<50,véhicule,16.0,1.0,2.0,1.0,Droit,33.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 2702,1,16:00:00-19:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,16.0,2.0,3.0,1.0,Droit,33.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 2703,1,12:00:00-15:59:00,FDS,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,16.0,2.0,2.0,1.0,Droit,12.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 2704,1,08:00:00-11:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,12.0,1.0,3.0,1.0,Droit,12.0,1.0,,11.0,O,O,N,N,N
2018,2018 _ 2705,1,12:00:00-15:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),<50,véhicule,15.0,1.0,2.0,1.0,Droit,12.0,1.0,,11.0,O,N,N,N,N
2018,2018 _ 2706,1,12:00:00-15:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,12.0,1.0,3.0,2.0,Droit,,,,11.0,O,N,N,N,N
2018,2018 _ 2707,1,16:00:00-19:59:00,FDS,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,12.0,2.0,3.0,2.0,Droit,99.0,9.0,,11.0,O,N,N,N,N
2018,2018 _ 2708,1,08:00:00-11:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06), 50,véhicule,12.0,1.0,4.0,1.0,Droit,12.0,1.0,,11.0,O,O,N,N,N
2018,2018 _ 2709,1,08:00:00-11:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,9.0,Montréal (06),,véhicule,16.0,1.0,4.0,2.0,Droit,99.0,9.0,,11.0,O,O,N,N,N
2018,2018 _ 2710,1,08:00:00-11:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,18.0,1.0,4.0,1.0,Droit,12.0,23.0,,11.0,O,O,N,N,N
2018,2018 _ 2711,1,12:00:00-15:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,16.0,1.0,3.0,2.0,Droit,40.0,,,11.0,O,N,N,N,N
2018,2018 _ 2712,1,16:00:00-19:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,18.0,1.0,2.0,1.0,Droit,33.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 2713,1,04:00:00-07:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),<50,véhicule,18.0,1.0,2.0,1.0,,33.0,45.0,,17.0,O,N,N,N,N
2018,2018 _ 2714,1,12:00:00-15:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,11.0,1.0,2.0,2.0,Droit,99.0,9.0,,11.0,O,N,N,N,N
2018,2018 _ 2715,1,16:00:00-19:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),<50,véhicule,16.0,3.0,2.0,1.0,Droit,34.0,23.0,,17.0,O,N,N,N,N
2018,2018 _ 2716,1,08:00:00-11:59:00,SEM,Léger,1,2.0,Montréal (06), 50,véhicule,18.0,1.0,3.0,1.0,Droit,12.0,23.0,,12.0,O,N,N,N,N
2018,2018 _ 2717,1,08:00:00-11:59:00,SEM,Léger,1,2.0,Montréal (06),,véhicule,,1.0,4.0,,,,,,,O,N,N,N,N
2018,2018 _ 2718,1,08:00:00-11:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),<50,véhicule,17.0,1.0,2.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 2719,1,16:00:00-19:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),<50,véhicule,12.0,1.0,3.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 2720,1,16:00:00-19:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),<50,véhicule,11.0,3.0,3.0,1.0,Droit,33.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 2721,1,08:00:00-11:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,11.0,1.0,3.0,1.0,Droit,12.0,1.0,,11.0,O,O,N,N,N
2018,2018 _ 2722,1,08:00:00-11:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),<50,véhicule,16.0,1.0,2.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 2723,1,08:00:00-11:59:00,FDS,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),,véhicule,16.0,1.0,2.0,1.0,Droit,12.0,23.0,,11.0,O,O,N,N,N
2018,2018 _ 2724,1,08:00:00-11:59:00,SEM,Léger,1,1.0,Montréal (06),<50,piéton,12.0,1.0,2.0,1.0,Droit,12.0,23.0,,11.0,O,N,N,N,O
2018,2018 _ 2725,2,08:00:00-11:59:00,FDS,Dommages matériels seulement,0,9.0,Montréal (06),<50,véhicule,16.0,1.0,2.0,1.0,Droit,33.0,23.0,,17.0,O,N,N,N,N
2018,2018 _ 2726,2,12:00:00-15:59:00,FDS,Léger,1,2.0,Montréal (06),<50,véhicule,16.0,1.0,3.0,1.0,Droit,34.0,23.0,,12.0,O,O,N,N,N
2018,2018 _ 2727,2,08:00:00-11:59:00,FDS,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),<50,véhicule,16.0,1.0,2.0,1.0,Droit,34.0,1.0,,17.0,O,O,N,N,N
2018,2018 _ 2728,2,16:00:00-19:59:00,FDS,Léger,2,2.0,Montréal (06), 50,véhicule,17.0,3.0,3.0,1.0,Droit,33.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 2729,2,16:00:00-19:59:00,FDS,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),<50,véhicule,16.0,,2.0,2.0,Droit,99.0,,,17.0,O,O,N,N,N
2018,2018 _ 2730,2,08:00:00-11:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06), 50,véhicule,16.0,1.0,3.0,1.0,Droit,33.0,23.0,,11.0,N,O,N,N,N
2018,2018 _ 2731,2,12:00:00-15:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,16.0,1.0,4.0,1.0,Droit,34.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 2732,2,04:00:00-07:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,9.0,Montréal (06), 50,véhicule,16.0,1.0,4.0,1.0,Droit,12.0,23.0,,11.0,O,O,N,N,N
2018,2018 _ 2733,2,20:00:00-23:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,16.0,,,1.0,Droit,69.0,23.0,,12.0,O,O,N,N,N
2018,2018 _ 2734,2,08:00:00-11:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),<50,véhicule,16.0,1.0,2.0,1.0,Droit,33.0,23.0,,11.0,O,N,N,N,N
2018,2018 _ 2735,2,20:00:00-23:59:00,FDS,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06),<50,véhicule,16.0,3.0,2.0,1.0,Droit,12.0,23.0,,,O,N,N,N,N
2018,2018 _ 2736,2,08:00:00-11:59:00,SEM,Dommages matériels seulement,0,2.0,Montréal (06),,véhicule,16.0,1.0,2.0,1.0,Droit,34.0,23.0,,17.0,O,N,N,N,N
2018,2018 _ 2737,2,12:00:00-15:59:00,SEM,Dommages matériels inférieurs au seuil de rapportage,0,2.0,Montréal (06), 50,véhicule,16.0,1.0,3.0,1.0,Droit,34.0,23.0,,17.0,O,O,N,N,N
